1.00000000;1.16011143;1.16011143
1.00000000;1.04842687;1.10426915
1.00000000;1.13080812;1.11311543
1.00000000;1.13809764;1.11936104
1.00000000;1.11317575;1.11812401
1.14679444;1.27484572;1.14424419
1.14960885;1.27106595;1.16236162
1.00923455;1.10287702;1.15492606
1.00000000;1.07863903;1.14644969
1.00019717;1.09921563;1.14172626
1.61591434;1.14419293;1.14195061
1.06218660;1.13775349;1.14160085
1.00000000;1.12027216;1.13996017
1.00309861;1.24313998;1.14733016
1.00000000;1.13252127;1.14634287
1.15112269;1.29827154;1.15583837
1.13736343;1.38062894;1.16906142
1.01139581;1.46725249;1.18562758
1.00006342;2.41694999;1.25043404
1.33015549;1.99260175;1.28754234
3.82002187;2.91348481;1.36496818
4.65965176;2.63814521;1.43535078
1.03763545;2.89995909;1.52351892
1.21710026;3.01398492;1.61319411
6.09315252;3.53343439;1.72725773
1.21362221;2.69969821;1.80280638
1.03171170;2.98142815;1.88407218
1.31533813;3.53972936;1.99210382
5.31554890;4.19595861;2.13939333
5.60574007;4.52404261;2.30346036
2.11375523;4.91741896;2.48527956
1.07818234;5.46331739;2.69095206
9.10058212;5.47810078;2.89763522
1.12903547;6.24512529;3.14167595
1.00000000;6.36120081;3.38539314
1.82852769;6.35034132;3.63386059
9.15854263;6.91572237;3.90135837
1.40352821;6.52788544;4.14646578
15.56698036;7.71396732;4.44392824
1.03179014;1.04462552;4.37857962
6.20746708;4.49389601;4.49768877
1.03558934;2.91823363;4.49791479
1.18511033;2.80835485;2.80835485
1.77465367;1.55015612;2.17925549
1.00000000;1.69274211;2.01708436
1.08653450;2.08541536;2.03416705
3.44126630;1.43624926;1.91458356
1.33597064;1.60888612;1.86363399
1.47086740;1.42295289;1.80067956
2.06237745;1.75347424;1.79477882
2.02559257;1.57569218;1.77043593
1.00000834;1.56739414;1.75013173
1.00000000;1.53950346;1.73098373
1.00001073;1.93197143;1.74773264
2.84607840;2.39519453;1.79753745
3.01189017;2.85265088;1.87290263
2.79838419;3.62247777;1.98954105
6.93299437;4.51883841;2.14762211
2.33984375;3.88144851;2.24961185
4.57353020;5.28237677;2.41809893
4.09856892;2.50754309;2.42280650
8.68377972;6.35606480;2.61946940
4.80862617;5.68336058;2.76536894
11.32008839;6.38640738;2.93575239
12.51162910;5.77547359;3.13695788
3.46758080;5.35253859;3.31123400
