1.00000000;1.16579068;1.16579068
1.00000000;1.09872150;1.13225603
1.03560054;1.12507308;1.12986171
1.39877772;1.17577589;1.14134026
1.00789523;1.12405097;1.13788247
1.00000000;1.07243752;1.12697494
1.00000000;1.24280369;1.14352190
1.00055194;1.22292948;1.15344787
1.00000000;1.19893360;1.15850186
1.28263950;1.11078656;1.15373027
1.36736786;1.16143692;1.15443087
1.48721790;1.18482900;1.15696406
1.00000000;1.34650755;1.17154431
1.00000000;1.23247135;1.17589629
1.00000000;1.19593179;1.17723203
1.00000000;1.29898787;1.18484175
1.02585411;1.32020915;1.19280446
1.28183997;1.22053194;1.19434488
1.01269758;1.26942849;1.19829667
1.51090121;1.21720767;1.19924223
1.00000000;1.29300320;1.20370710
1.00000000;1.21218109;1.20591617
1.11733365;1.27743161;1.21442616
1.04248333;1.34102309;1.22470939
1.01130235;1.28730202;1.23002017
1.00012934;1.23208678;1.23516476
3.85820723;1.55836570;1.25830424
1.00000000;1.44780660;1.26806629
1.00000000;1.51357293;1.28190637
1.00000000;1.74026752;1.30768418
1.04630101;1.54986453;1.32859266
1.14122570;1.64952886;1.35183513
1.00400162;1.52695918;1.36812711
1.09940565;1.58073735;1.37928092
1.03099382;1.66404092;1.39983177
1.00000000;1.65588164;1.42173421
1.45210969;1.90908575;1.45078647
1.00000000;1.86419475;1.47669053
2.09653234;1.91731906;1.50987089
3.73959637;1.95458281;1.54249728
1.00000000;2.05334687;1.58231342
1.71104836;2.36586070;1.63340187
1.64305973;2.60511065;1.69973183
1.00000000;2.62135959;1.76372850
1.97372150;2.87745571;1.83689189
1.96291780;3.33436418;1.93437099
1.56788635;3.00520444;2.01880527
5.04380608;3.19732070;2.09685063
4.58108330;3.19563842;2.18008089
4.87766075;3.13089013;2.25709581
2.89804649;3.08085871;2.32093358
1.00198472;3.36562300;2.40739822
6.32286453;3.51316977;2.49614310
5.19621277;3.36776853;2.58380055
5.77548790;3.20556879;2.66117358
1.28231859;3.27208543;2.73774719
2.37784386;3.12926364;2.80790806
4.41758728;3.27739453;2.87306571
3.06203532;3.28140545;2.94055200
1.00023854;3.32389927;3.00753188
4.37823677;3.21302676;3.06745791
1.88255024;3.44429183;3.13369346
5.84221029;3.32748675;3.17948508
2.38089132;3.25234938;3.21030593
1.63940370;3.33639550;3.24435520
6.47144318;3.58062649;3.27783966
2.64976382;3.49836469;3.28564906
6.09552431;3.12825370;3.29150867
6.28821278;3.10525393;3.28712440
5.48336220;3.35967827;3.29493594
3.80749249;3.45206404;3.31023002
7.58603048;3.22947311;3.31730676
2.19638896;3.47231793;3.32238746
5.60555792;3.67545938;3.33011556
5.06651068;3.50603390;3.33669972
2.55229807;3.64693880;3.35771728
1.10973430;3.52745366;3.36987758
5.65959930;3.42799616;3.38410306
1.41583240;3.50478888;3.39493132
5.78042173;3.53446126;3.40698171
1.61318588;3.52210617;3.41641998
7.79080915;3.68907380;3.43908882
5.09337807;3.19888067;3.42740273
2.75007439;3.66544414;3.44349599
5.39281368;3.87153339;3.47298074
1.00023127;3.48674154;3.48014021
1.83845592;3.48335075;3.47550797
2.29511213;3.59214282;3.47997355
3.71560717;3.43493700;3.49457765
6.67472839;3.42936826;3.51001167
2.20365596;3.86974835;3.53430057
5.71802282;3.90435266;3.55583811
1.00031793;3.68444824;3.57750368
1.00027883;3.87016869;3.59644890
5.20478249;3.45328522;3.58586931
2.77291965;3.51553822;3.58632183
2.34699440;3.76492524;3.59194016
1.00024140;3.59419322;3.59511828
5.79160595;3.84483385;3.61496782
1.33414578;3.62084579;3.62049437
1.41276264;3.75825381;3.63115096
7.03837681;3.44806123;3.62762499
2.67463493;3.94743204;3.63992786
1.30838525;3.90366125;3.67348886
1.84081149;3.59457040;3.67011380
3.44987869;3.44389653;3.64975023
3.77950144;3.69310164;3.65957689
1.77573419;3.44034004;3.65752888
6.62678099;3.81940365;3.66835070
1.85238636;3.51421404;3.67212582
3.12159228;3.50999093;3.67596507
5.62456608;3.80882192;3.67306376
5.89032602;3.89670157;3.67269945
1.10107589;3.95355606;3.68551397
3.51540613;3.75363231;3.67996478
1.62951040;3.79454565;3.69621515
6.19788647;4.08187008;3.72318339
5.01446581;3.61397481;3.71599531
6.87302923;3.81029415;3.72628570
7.36293983;3.83388877;3.72576451
6.22448015;3.56185603;3.72295547
1.99537683;3.67923093;3.71919250
2.65951705;3.71111250;3.73171878
5.14156246;3.80709672;3.72503614
2.05426908;3.52769756;3.70713305
3.66972208;3.32620049;3.69435358
2.15472054;3.42438173;3.69342446
1.00021434;3.34919000;3.67704773
6.47735548;3.96016645;3.70180130
1.21072829;3.53235412;3.68813229
4.37676907;3.93254328;3.70805264
5.33289099;3.90981007;3.72709179
5.73235846;3.80333018;3.72683024
3.21212292;3.69122577;3.71704555
1.10284698;4.09240913;3.72365761
1.30350709;3.96691513;3.73381400
1.00028062;3.87673521;3.73772788
4.74896002;3.72100639;3.72054386
5.50109100;4.15444469;3.74628043
1.24862027;3.66821742;3.73951483
5.29996252;3.66820121;3.73162508
6.31956530;4.04755545;3.75475359
4.17341661;3.28356838;3.73591256
2.71252084;3.44667101;3.72332001
4.93252087;3.78549266;3.72229123
1.72202587;3.69376326;3.73019910
1.43464255;4.17416906;3.77057862
1.05298519;3.34620142;3.76685572
7.19730616;3.72812104;3.78489995
1.87603855;3.64108348;3.76970553
8.23510838;4.22098684;3.80249763
4.31287050;3.68076038;3.79050803
6.33166838;3.44843483;3.76853776
1.12058461;3.62065744;3.75983906
1.14526832;3.83951807;3.76690054
1.09699750;3.87115359;3.75636458
5.61810875;3.91755104;3.75401402
4.49630737;3.96293497;3.75811863
5.90675449;3.44787693;3.74511242
1.20966017;3.38189077;3.70832419
1.36998677;3.90513134;3.71960592
6.46309423;3.79395485;3.72559404
1.11346757;3.86197996;3.71675730
4.44968319;3.93741941;3.74789286
1.18484581;3.45007706;3.74805522
5.24371004;3.55076766;3.73687768
6.79617929;3.63530183;3.73409390
1.35900497;3.67103839;3.71013522
7.09537029;3.94944811;3.73886132
7.02871132;3.92320967;3.74815130
2.16824007;3.41101217;3.73719549
3.95722842;3.34139037;3.69530988
1.93206346;3.89937830;3.70572042
3.70182729;3.78113008;3.72156286
5.15525723;3.86798620;3.73334050
1.42917871;3.94419146;3.73832488
4.54036903;3.82667708;3.73620701
3.50235486;4.11225891;3.74547887
6.67483807;3.80480003;3.73794866
7.54709005;3.75697184;3.75266743
1.00088084;3.60301566;3.76319718
2.65728188;3.66498923;3.75176191
3.06274056;3.80964065;3.75250888
1.30052817;3.75654840;3.74748826
5.70104218;3.85237122;3.74343824
3.94509101;3.52047276;3.74679041
1.34173095;3.74724913;3.75614667
