1.00000000;1.19132149;1.19132149
1.11038458;1.10264480;1.14698315
1.00024796;1.13270092;1.14222240
4.14901161;1.11328328;1.13498759
1.93837702;1.16811144;1.14161241
1.00000000;1.10091686;1.13482976
1.00000000;1.06458712;1.12479508
1.01372695;1.23627234;1.13872981
1.00000000;1.11399496;1.13598144
1.00112474;1.21591175;1.14397454
1.01188040;1.19962239;1.14903343
1.00000000;1.19269621;1.15267193
1.00000000;1.27457690;1.16204929
1.00000000;1.13049889;1.15979564
1.00000000;1.22924161;1.16442537
1.00000000;1.26005566;1.17040229
1.02104306;1.20924747;1.17268729
1.18971884;1.14476776;1.17113626
1.14358711;1.24110711;1.17481887
1.03202248;1.26628196;1.17939210
1.00000000;1.17451000;1.17915952
1.00000000;1.15432417;1.17739785
1.07414496;1.17567968;1.18087566
1.17701364;1.11044097;1.17981565
1.00000000;1.12910390;1.18056905
1.02369225;1.12098491;1.17832494
1.00000000;1.11555350;1.17902184
1.00000000;1.16992092;1.18403780
1.14100242;1.10720551;1.17789173
1.00217116;1.18532670;1.18128848
1.00000000;1.21716595;1.18134820
1.00000000;1.23368490;1.18297017
1.00078428;1.22522211;1.18451905
1.02889097;1.17454195;1.17975545
1.00000000;1.17802000;1.18201840
1.00000000;1.27350450;1.18412614
1.11338866;1.20387888;1.18145108
1.00000000;1.23534179;1.18269372
1.00267470;1.17998195;1.18437052
1.00864446;1.21965349;1.18334889
1.78431201;1.19829452;1.18011141
1.00649440;1.18299913;1.18051565
1.40281677;1.20237660;1.18280387
1.00000000;1.18611550;1.18330085
1.09495533;1.26323533;1.19057679
1.00000000;1.30963647;1.19917357
1.07909131;1.29189181;1.20731199
1.00000000;1.30561626;1.21636260
1.09294641;1.31505311;1.22327363
1.17425740;1.31870413;1.23334503
1.27583086;1.28574240;1.23812675
1.00000000;1.27406847;1.24083638
9.26818371;1.33802140;1.24580479
3.61971593;1.39705646;1.25398731
1.00000000;1.32516420;1.26115978
1.00000000;1.39102268;1.27130282
1.06783962;1.42632675;1.27858007
1.06531930;1.42449176;1.28908539
1.05184507;1.43601859;1.29864144
1.11982453;1.43164623;1.31062543
2.44983196;1.63202024;1.33026195
1.13746059;1.51857531;1.34551346
1.00979543;1.60159636;1.36544669
1.06541300;1.62901485;1.38576281
1.03073967;1.62732506;1.40677273
1.28393292;1.83650970;1.43407154
1.22416794;1.86249435;1.46039808
1.00000000;1.67962480;1.47886157
4.06250668;1.87405550;1.50593007
1.03048956;1.89176345;1.53339255
1.30548072;1.99356186;1.56552863
2.26722407;1.86278450;1.59300673
1.16502392;2.19685340;1.63694894
5.14563036;2.16562247;1.67635846
1.62667155;2.08451843;1.70909476
7.38050270;2.39597440;1.76008570
1.89315104;2.32960296;1.80478001
2.73618674;2.49589658;1.85571194
1.52678776;2.39703155;1.90202332
2.86182141;2.06470633;1.93196082
1.32967246;2.15165448;1.96624696
2.09581900;2.40063524;2.00284767
1.52838683;2.31490445;2.04076815
1.13316631;2.72178698;2.09411049
1.29539728;2.30436897;2.12627029
1.00000000;2.52826810;2.16917229
1.77900934;2.39793754;2.19590688
1.06089139;2.53563190;2.22796106
