1.00000000;1.17119873;1.17119873
1.00000000;1.35067701;1.26093793
1.00000000;1.35299826;1.29162467
1.00000000;1.25367117;1.28213632
1.00000000;1.31811762;1.28933251
1.00000000;1.38563657;1.30538321
1.12052059;1.22328329;1.29365468
1.00000000;1.27028275;1.29073322
1.00000000;1.31893194;1.29386640
1.00000000;1.27602780;1.29208255
1.03620315;1.41885555;1.30360734
1.00000000;1.21221519;1.29599130
2.60197496;1.20886815;1.28928959
1.00000000;1.41575313;1.29832268
1.00000000;1.25189352;1.29522741
1.20739412;1.38061202;1.30056393
1.60087955;1.22333395;1.29602098
1.00000000;1.33084714;1.29795575
1.24858308;1.41389751;1.30405796
1.00000000;1.22782040;1.30024612
1.89013314;1.23400331;1.29709172
1.00000000;1.45508754;1.31061018
1.32717204;1.21227992;1.30401981
5.38634157;1.34943056;1.30384994
1.00000000;1.27209377;1.30472720
1.00518787;1.30697691;1.30419672
1.00000000;1.28686881;1.29949343
1.00218475;1.23329008;1.29997003
1.05977190;1.21504307;1.29733956
1.00081038;1.10998416;1.28738964
1.00000000;1.11230135;1.27959311
1.00000000;1.26500249;1.27226686
1.00000000;1.40424788;1.28141117
1.40478051;1.21275592;1.28159630
1.13996756;1.19781554;1.27121842
10.09873676;1.56552494;1.56552494
2.29246807;1.44426382;1.50489438
1.81590581;1.22128880;1.41035914
1.00000000;1.25313473;1.37105310
1.00000000;1.30027497;1.35689747
1.34551764;1.44667482;1.37186038
1.01072633;1.26492107;1.35658336
1.00000000;1.30828321;1.35054576
1.00000000;1.20248377;1.33409441
1.05983055;1.32918584;1.33360362
1.04526389;1.37532461;1.33739638
1.50729418;1.44195318;1.34610951
1.29421771;1.28107893;1.34110713
1.05060661;1.35262597;1.34192991
1.03823912;1.36436534;1.34342563
1.11784124;1.59206522;1.35896564
1.11352110;1.43793833;1.36361098
1.52338517;1.40971410;1.36617231
1.00000000;1.33213735;1.36438096
1.03028893;1.32516062;1.36241996
1.56889987;1.46359956;1.36723804
1.08176184;1.46534276;1.36246753
1.23984349;1.45739174;1.36309266
1.34156990;1.45918584;1.37442100
1.00081289;1.57064521;1.38954055
1.67582750;1.42000508;1.39524198
1.00000000;1.48007977;1.39683270
2.84804368;1.73045516;1.41900098
1.00000000;1.60380971;1.43307376
1.00000000;1.52834868;1.44859111
1.49945939;1.64768243;1.46375763
1.90773487;1.72641134;1.48047602
1.44369638;1.71005082;1.49324262
24.20217514;2.00894260;1.52790272
1.25963533;1.83007693;1.55063856
2.04510212;2.10880899;1.58608818
1.00000000;1.66206408;1.58942151
1.22198415;1.97485197;1.61498880
3.31634879;1.83851445;1.63540781
1.22706437;2.13787341;1.67377627
2.16641450;2.15877295;1.71347213
5.20011044;2.17057943;1.74713778
1.37533641;2.02472854;1.77377522
1.92894495;2.45893693;1.82146788
3.26178241;2.07339287;1.85071576
1.60258079;2.40465307;1.89043045
1.11491287;2.21579337;1.92832518
1.21709228;2.49366069;1.97659087
2.28095150;1.89566505;1.98445797
1.32481790;2.45142722;2.02482080
1.50666547;2.29944944;2.06153989
1.55427504;2.55185723;2.10459566
1.00000000;2.16798258;2.12562299
1.44927585;2.25862718;2.15174556
1.00000000;2.12363410;2.15720725
5.10783482;2.79969907;2.20337963
1.37776995;2.11465240;2.20365787
2.75739193;2.37342787;2.23753238
2.08609438;2.30677533;2.25333834
1.06612301;2.70129752;2.29442310
1.18688941;2.49306130;2.31133676
1.92559040;2.32436848;2.31922245
1.47765875;2.40709114;2.33048487
3.13740897;2.49395728;2.35282898
1.78968692;2.67005014;2.36288214
3.41167974;2.43145776;2.37993288
1.09390736;2.53570104;2.38617325
1.02077723;2.77874494;2.41298032
1.46610236;2.47227240;2.41196179
1.84068847;2.50711823;2.44107866
2.26956415;2.58122706;2.44725966
2.22057867;2.42705393;2.45333600
2.88954854;2.42391276;2.44724345
3.25470519;2.73358035;2.47417665
2.24797511;2.55312467;2.48820043
3.39160538;2.65582204;2.51354265
1.43067336;2.84679103;2.51578522
1.62190747;2.81553459;2.54916048
1.75006175;2.86388636;2.57251573
1.46227014;2.83326626;2.59758663
3.54332805;2.67432833;2.59630227
1.39303768;2.22400451;2.58349013
2.19380593;2.51932049;2.59277368
2.29373097;2.64709973;2.60420251
1.64930749;2.37148976;2.59837079
1.13703227;2.95177603;2.61178637
1.38199949;2.78700137;2.62871695
1.40653074;2.92520165;2.64726448
7.06627703;2.77716541;2.64718938
4.83714867;3.02888203;2.67369461
1.23980904;3.11230564;2.70251298
1.68789196;2.65677571;2.70611072
1.57383037;2.73284459;2.72067213
1.45597506;2.85154510;2.74103546
1.68975878;2.82297587;2.74529243
3.11630797;2.75203109;2.75476408
1.82014072;2.96343017;2.76941228
1.00000000;2.80941010;2.76763225
1.79683948;2.35006976;2.74546719
2.86239910;2.65396452;2.73547077
4.18664646;3.11157990;2.74872398
3.17357183;3.01514935;2.76495337
1.61687267;2.67526174;2.78644180
1.53602183;2.69256353;2.79469156
1.44975078;3.02889156;2.81287217
8.70718575;3.00648022;2.84310985
1.54682291;2.82383275;2.83701730
2.54795361;3.00546193;2.84742022
3.18283653;2.82538795;2.84266710
1.40875518;2.76248169;2.84196782
1.45768785;2.63582420;2.82325077
1.79137206;3.41722584;2.83777094
4.68637848;3.00993657;2.85458803
1.72321928;2.99427295;2.86703706
2.31450844;2.93429637;2.87097764
1.64865625;2.70617509;2.86541557
1.05274308;3.00358057;2.87739420
2.15484667;3.03110027;2.88061643
1.58640850;2.49271894;2.86553597
3.08246899;2.94721127;2.89397120
4.70096779;3.04641581;2.91265941
8.07376671;3.09223509;2.91173816
1.78776526;3.11287069;2.91639161
1.85565662;3.03944016;2.93373346
1.00000000;2.89188099;2.94322491
3.38052273;2.99743748;2.94172692
3.34486485;3.03475499;2.94307351
1.08653164;3.13066578;2.95768452
14.83167839;3.35785246;2.97446489
1.79008150;3.12705636;2.98883009
3.23363972;3.21636152;3.01044345
3.44608545;2.96969295;3.02634192
1.38920355;2.66528440;2.99053526
4.24440765;3.12134171;2.99584031
3.00353217;2.95670938;2.99405146
4.82174206;2.95824742;2.99519205
